Queue,RevenuType,Program,Reason,CountryProcessed,time_to_complete
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,5982.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,Canada,5680.0
<VL APOC AZURE & Office 365 China>,Future Billing,Online Services Premium Agmt,Order Transaction Request,Singapore,172.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1011.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,5979.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,837.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,5996.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6008.0
<VL AOC SMS&P Processing>,Current Revenue,Open License,Order Transaction Request,United States,1318.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6020.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6032.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6047.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6069.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6079.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6092.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6105.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6115.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6130.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6144.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,6157.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5671.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1437.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,5676.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4395.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,5674.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2856.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4291.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2855.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,3978.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,4293.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Israel,233.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Egypt,177.0
<VL NAOC Electronic Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,4033.0
<VL NAOC Electronic Orders>,Non-revenue,Select Plus,Order Transaction Request,Canada,1886.0
<VL NAOC Electronic Orders>,Non-revenue,Select Plus,Order Transaction Request,Canada,2335.0
<VL NAOC Electronic Orders>,Non-revenue,Campus,Order Transaction Request,United States,4184.0
<VL NAOC Electronic Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,4650.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4652.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,1326.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,735.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4299.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4509.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,3046.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Norway,3625.0
<VL EOC L2 Query>,Revenue Unknown,Enterprise,Order Transaction Request,Austria,1688.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1401.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey,824.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1479.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,298.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey,615.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa,3419.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Turkey,475.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,5601.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,South Africa,3017.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Arab Emirates,4330.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,5965.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Venezuela,783.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,5750.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic,365.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,5552.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,5717.0
<VL APOC Enterprise>,Non-revenue,Enterprise,Order Transaction Request,Singapore,4222.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,5645.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,1990.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Israel,3216.0
<VL EOC Select / Select Plus>,Future Billing,Select Plus,Order Transaction Request,France,1478.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Portugal,478.0
<VL EOC Select / Select Plus>,Future Billing,Select Plus,Order Transaction Request,France,317.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Finland,249.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Sweden,604.0
<VL EOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,United Kingdom,3117.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,3202.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,3738.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,4879.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,3213.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,4080.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,3331.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,2761.0
<VL EOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,Czech Republic,3182.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,3229.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,3658.0
<VL EOC Ops Out>,Revenue Unknown,Enterprise,Order Transaction Request,Germany,3309.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Romania,2678.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Brazil,396.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Italy,2956.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,879.0
<VL AOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United States,552.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,215.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Switzerland,2658.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,Turkey,1424.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,Canada,327.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,359.0
<VL AOC E&E EA Core Processing>,Current Revenue,Enterprise,Order Transaction Request,United States,3124.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,3614.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,Canada,923.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Spain,3835.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,948.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1463.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,198.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,2090.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,622.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,197.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1568.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1295.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,192.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,851.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,847.0
<VL AOC Broken Pending Notification>,Future Billing,Enterprise,Order Transaction Request,United States,1491.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,815.0
<VL NAOC Order Rework>,Credit / Rebill,Enterprise,Order Transaction Request,United States,1473.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,480.0
<VL EOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,United Kingdom,5253.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,117.0
<VL NAOC Orders>,Future Billing,Enterprise,Order Transaction Request,United States,668.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,463.0
<VL AOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,United States,2330.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,328.0
<VL NAOC Rework>,Non-revenue,Enterprise,Order Transaction Request,United States,623.0
<VL AOC SMS&P Processing>,Non-revenue,Not Program Specific,Order Transaction Request,United States,1503.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,89.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1764.0
<VL AOC L2 Query>,Revenue Unknown,Enterprise,Order Transaction Request,United States,2809.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,236.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,238.0
<VL APOC Ops Out>,Non-revenue,Enterprise,Order Transaction Request,Singapore,1652.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,1600.0
<VL AOC SMS&P Processing>,Non-revenue,OV/OVS,Order Transaction Request,United States,1795.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,Canada,3154.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,470.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,424.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,3682.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,435.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,447.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,400.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,394.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,393.0
<VL NAOC Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,355.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1645.0
<VL APOC Enterprise>,Future Billing,Enterprise,Order Transaction Request,Singapore,1352.0
<VL APOC Ops Out>,Current Revenue,Select Plus,Order Transaction Request,Singapore,2994.0
<VL APOC Ops Out>,Future Billing,Enterprise,Order Transaction Request,Singapore,80.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1613.0
<VL NAOC Electronic Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,1439.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,586.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,595.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,United Arab Emirates,584.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Turkey,179.0
<VL EOC Enterprise Orders and Adjustments>,Revenue Unknown,Enterprise,Order Transaction Request,South Africa,1606.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Netherlands,3084.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Germany,186.0
<VL EOC Open>,Current Revenue,Open License,Order Transaction Request,Russia,262.0
<VL APOC Select / Select Plus>,Current Revenue,Select Plus,Order Transaction Request,Japan,2819.0
<VL NAOC Electronic Orders>,Non-revenue,Enterprise,Order Transaction Request,United States,702.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Mozambique,393.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2860.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2449.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2780.0
<VL EOC Select / Select Plus>,Current Revenue,Select Plus,Order Transaction Request,France,533.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,France,557.0
<VL APOC Ops Out>,Current Revenue,Enterprise,Order Transaction Request,Singapore,2711.0
<VL EOC CASA>,Current Revenue,Campus,Order Transaction Request,Pakistan,1842.0
<VL EOC CASA>,Current Revenue,Campus,Order Transaction Request,Pakistan,1924.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,1826.0
<VL APOC Enterprise>,Current Revenue,Enterprise,Order Transaction Request,Singapore,1902.0
<VL APOC AZURE & Office 365 China>,Current Revenue,Online Services Premium Agmt,Order Transaction Request,Singapore,1845.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,535.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,394.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,563.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,432.0
<VL NAOC Orders>,Current Revenue,Enterprise,Order Transaction Request,United States,322.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Sweden,1594.0
<VL EOC Enterprise Orders and Adjustments>,Current Revenue,Enterprise,Order Transaction Request,Russia,456.0
<VL EOC Enterprise Orders and Adjustments>,Non-revenue,Enterprise,Order Transaction Request,Switzerland,1246.0
